,Weight_image1,Best_objective_value,Observed
196,0.8288325109534807,0.23842285002272873,interpolated
197,0.5,,observed
198,0.5,,observed
199,0.9798865986513178,0.20621798092374843,interpolated
200,0.951896651381437,0.2955226742226019,interpolated
201,0.9815447538891964,0.29102432297223885,interpolated
202,0.8576155879359223,0.27937234857612225,interpolated
203,0.5,,observed
204,0.8641132326383896,0.3208102588189151,interpolated
205,0.5,,observed
206,0.8732947721738089,0.3064634204924792,interpolated
207,0.8108157556007553,0.19804806104053888,interpolated
208,0.9263400856217584,0.3078178255907337,interpolated
209,0.9886617701800334,0.3081310560504062,interpolated
210,0.9951317406017028,0.3099674344879445,interpolated
211,0.5,,observed
212,0.9857132032526552,0.18901708336919357,interpolated
213,0.8992389080835322,0.21968920763029026,interpolated
214,0.9844322858104952,0.19560662016541183,interpolated
215,0.9863490814451228,0.31183887984722675,interpolated
216,0.820234764464978,0.30075767012595533,interpolated
217,0.9933388623867628,0.2779751525370602,interpolated
218,0.8754040955176774,0.39611733976605673,interpolated
219,0.9151150424626201,0.20819355158069663,interpolated
220,0.9405711469673723,0.18774185030345875,interpolated
221,0.9445600954095844,0.35864790242754396,interpolated
222,0.8733574396003506,0.43556445731378696,interpolated
223,0.9289781976920385,0.2985769319096653,interpolated
224,0.9956477276238495,0.37240370828224395,interpolated
225,0.8248062114646555,0.25647875777613577,interpolated
226,0.9968794333762483,0.37283652403235606,interpolated
227,0.9788174750696517,0.17137237189903018,interpolated
228,0.9635404327700965,0.2111344390463962,interpolated
229,0.5,,observed
230,0.72515614366208,0.25754514190720246,interpolated
231,0.5,,observed
232,0.7728807912445111,0.267764365454944,interpolated
233,0.94675580796374,0.2506790042095946,interpolated
234,0.9821714400539,0.2444359891321891,interpolated
235,0.5,,observed
236,0.5,,observed
237,0.9715054912773731,0.28395643096130374,interpolated
238,0.9367690735085491,0.2580666365266088,interpolated
239,0.8571396048609516,0.25415812455270925,interpolated
240,0.9527096942940932,0.3021532302169992,interpolated
241,0.9384114939979435,0.25346210470727115,interpolated
242,0.9871250940418085,0.3712527142843812,interpolated
243,0.9825732282793251,0.24583465391031292,interpolated
244,0.9645106220296019,0.23101704508311094,interpolated
245,0.8323229663521758,0.19669103438614574,interpolated
246,0.8711424929458459,0.18929522642693633,interpolated
247,0.9359832855911541,0.18161612131418792,interpolated
248,0.9906564956469451,0.21068332200742335,interpolated
249,0.5,,observed
250,0.8640092151774955,0.19098392100150346,interpolated
251,0.9972300958908271,0.21431980364830552,interpolated
252,0.9517250846264538,0.24019748178764588,interpolated
253,0.8121876452693134,0.21402069224053427,interpolated
254,0.9390043742527678,0.20573428202605853,interpolated
255,0.5,,observed
256,0.9442049741860561,0.2106239624592214,interpolated
257,0.7914918775323911,0.2267091365928871,interpolated
258,0.8524327623765391,0.31827989198817247,interpolated
259,0.87949699588898,0.20727550652517127,interpolated
260,0.9825600202790075,0.2897488721634689,interpolated
261,0.9027619958786619,0.2764228505088602,interpolated
262,0.9277996981054719,0.24618518538446735,interpolated
263,0.5,,observed
264,0.9968289559812483,0.27611421684679144,interpolated
265,0.9737872538720744,0.2648805098136033,interpolated
266,0.9696754079122043,0.3551842671944929,interpolated
267,0.7971708200635307,0.36424759316088395,interpolated
268,0.5,,observed
269,0.9821043576550227,0.3687855718562153,interpolated
270,0.9139102658283028,0.4279032397433594,interpolated
271,0.8816061570182415,0.35266699412616687,interpolated
272,0.9164984671815252,0.33373824066887203,interpolated
273,0.9967157030924576,0.2427115667140105,interpolated
274,0.6489552778510103,0.34863824886383593,interpolated
275,0.7506739749483972,0.2886030362051581,interpolated
276,0.9915471174385614,0.420268727286282,interpolated
277,0.9625670205777992,0.3578953538941722,interpolated
278,0.9179345110945828,0.2464979933919968,interpolated
279,0.9692106170830024,0.339689960127272,interpolated
280,0.8870890015197828,0.2618449710948482,interpolated
281,0.9854315628362851,0.4495652278691955,interpolated
282,0.9534032533887892,0.2186955387893274,interpolated
283,0.9827177003661144,0.23535863931216677,interpolated
284,0.9758890299381027,0.2673851550375937,interpolated
285,0.5,,observed
286,0.9266833670682635,0.292263862605569,interpolated
287,0.8214624084000351,0.19936439728193744,interpolated
288,0.8598239933820484,0.15992036125851003,interpolated
289,0.8126460513356598,0.15144541638117576,interpolated
290,0.9306755448797546,0.1726246131588366,interpolated
291,0.5,,observed
292,0.5,,observed
293,0.5,,observed
294,0.5,,observed
295,0.9513040482311839,0.1790404559596098,interpolated
296,0.5,,observed
297,0.946567766842777,0.2017117784487725,interpolated
298,0.9904569190838586,0.2478747806530233,interpolated
299,0.982946837056761,0.18551732858439024,interpolated
300,0.9487646625856786,0.16259596232808324,interpolated
301,0.9185420502868288,0.15635867726040686,interpolated
302,0.6877975273165817,0.17293010353553573,interpolated
303,0.9118835978154481,0.17846739051704386,interpolated
304,0.5,,observed
305,0.5,,observed
306,0.9156537282405481,0.1713404542770721,interpolated
307,0.9551105446124633,0.1720449470119406,interpolated
308,0.9595515575402729,0.190832560303432,interpolated
309,0.8066864490499805,0.17051540546803515,interpolated
310,0.924805202858409,0.179862654449347,interpolated
311,0.5,,observed
312,0.9633412429169547,0.18519097560557313,interpolated
313,0.960223872221924,0.17760632112191424,interpolated
314,0.5,,observed
315,0.9425370097721442,0.17342465072694369,interpolated
316,0.9758559159857858,0.17370344119723688,interpolated
317,0.849317752028138,0.18258562162035916,interpolated
318,0.9365306512947243,0.2221361640262804,interpolated
319,0.5,,observed
320,0.5,,observed
321,0.863511842434628,0.18910621747901568,interpolated
322,0.7384247715183204,0.19483671169456312,interpolated
323,0.9710686706625208,0.19964551610169384,interpolated
324,0.5,,observed
325,0.9880950979912716,0.2122171058509589,interpolated
326,0.9503574343149331,0.23548774460906635,interpolated
327,0.9742386615787565,0.25120385289562364,interpolated
328,0.9726014580421585,0.2817083961786078,interpolated
329,0.5,,observed
330,0.9426805606898838,0.26120655623511124,interpolated
331,0.7091523994633625,0.2060730076241608,interpolated
332,0.5,,observed
333,0.9573247241666601,0.18892877967657887,interpolated
334,0.9760584334876511,0.201753631850681,interpolated
335,0.985370699005619,0.16893361498858347,interpolated
336,0.8833159114321611,0.1601119174273891,interpolated
337,0.970430813912525,0.15913328443150573,interpolated
338,0.999959257773808,0.1835431193709126,interpolated
339,0.9591003435113878,0.24209038155891568,interpolated
340,0.9384771788181157,0.3432400821918168,interpolated
