,Weight_image1,Best_objective_value,Observed
168,0.06274613284135222,0.03240858757514625,interpolated
169,0.9326489506677259,0.02785013849648564,interpolated
170,0.9448081404806938,0.03135780867330055,interpolated
171,0.06257041075307568,0.02965705857813564,interpolated
172,0.9775920907901684,0.03715029337027107,interpolated
173,0.029809457866010414,0.041909715746818524,interpolated
174,0.5,,observed
175,0.5,,observed
176,0.5,,observed
177,0.5,,observed
178,0.011934354316337381,0.07424720398794196,interpolated
179,0.0034525123158573034,0.06898242761263458,interpolated
180,0.01652601164953671,0.0666285367832072,interpolated
181,0.86019191790906,0.033866403243267056,interpolated
182,0.013297019916524433,0.04958257087418278,interpolated
183,0.5,,observed
184,0.5,,observed
185,0.9672668219674047,0.04343415657186422,interpolated
186,0.5,,observed
187,0.006851863679326442,0.03646418972619639,interpolated
188,0.8634072089147852,0.029590473634782864,interpolated
189,0.9733359690340319,0.03781894915408163,interpolated
190,0.5,,observed
191,0.959138312797963,0.04938877424228832,interpolated
192,0.0030995360744598965,0.0729260327644114,interpolated
193,0.0034274595951652165,0.049763496221678166,interpolated
194,0.06402854082527332,0.04449650426646426,interpolated
195,0.5,,observed
196,0.05364805661839367,0.05153467825655061,interpolated
197,0.5,,observed
198,0.5,,observed
199,0.9798865986513178,0.04193180544743639,interpolated
200,0.951896651381437,0.06396008197059688,interpolated
201,0.9815447538891964,0.06554104024869523,interpolated
202,0.8576155879359223,0.050770616646048025,interpolated
203,0.5,,observed
204,0.8641132326383896,0.061400610610291305,interpolated
205,0.5,,observed
206,0.006087584250687006,0.07414328394662698,interpolated
207,0.0026739870870150506,0.04402180889601301,interpolated
208,0.05339251467959705,0.06247932448545299,interpolated
209,0.9886617701800334,0.06446983804574025,interpolated
210,0.9951317406017028,0.06719619659972378,interpolated
211,0.5,,observed
212,0.9857132032526552,0.03536799673635313,interpolated
213,0.010196869225740923,0.04590320503026751,interpolated
214,0.9844322858104952,0.036823103134938515,interpolated
215,0.9863490814451228,0.06639429791754575,interpolated
216,0.14504076720432735,0.05412130349268324,interpolated
217,0.9933388623867628,0.0582519173508834,interpolated
218,0.8754040955176774,0.07074193820013307,interpolated
219,0.020119107559171234,0.04116242921273153,interpolated
220,0.031219267199281364,0.03386699693080392,interpolated
221,0.9445600954095844,0.07257426576118346,interpolated
222,0.0999668795349008,0.08264074447964959,interpolated
223,0.9289781976920385,0.05825692262353798,interpolated
224,0.9956477276238495,0.07887582030673403,interpolated
225,0.11891554731075082,0.046905025383267684,interpolated
226,0.0026501333793661486,0.07816091234476401,interpolated
227,0.9788174750696517,0.03124806749269127,interpolated
228,0.9635404327700965,0.040114932798630105,interpolated
229,0.5,,observed
230,0.014695607202879546,0.055329835360254806,interpolated
231,0.5,,observed
232,0.08907062788389397,0.0509421231931171,interpolated
233,0.008282564636981515,0.048548730817614294,interpolated
234,0.9821714400539,0.0438740239049998,interpolated
235,0.5,,observed
236,0.5,,observed
237,0.9715054912773731,0.05442573851340555,interpolated
238,0.03818136893287427,0.04868392478904421,interpolated
239,0.07627560396619482,0.0453046111440738,interpolated
240,0.009331221667991718,0.06334740302955394,interpolated
241,0.9384114939979435,0.047306044902769864,interpolated
242,0.9871250940418085,0.0782546845680141,interpolated
243,0.9825732282793251,0.047936980017890506,interpolated
244,0.9645106220296019,0.04279120042629011,interpolated
245,0.08854967225849064,0.033444770830356095,interpolated
246,0.8711424929458459,0.029180548274342754,interpolated
247,0.9359832855911541,0.03286567501299235,interpolated
248,0.9906564956469451,0.04183121992228255,interpolated
249,0.5,,observed
250,0.07643632998244454,0.03767494714310983,interpolated
251,0.9972300958908271,0.04636122225001148,interpolated
252,0.043522171702443435,0.05295806715021013,interpolated
253,0.8121876452693134,0.03504770996007373,interpolated
254,0.040872737316967056,0.043085893597286914,interpolated
255,0.5,,observed
256,0.9442049741860561,0.04252256316734831,interpolated
257,0.12838427040412737,0.04274377741184112,interpolated
258,0.10314405418009165,0.06677337838615359,interpolated
259,0.01465511875801162,0.04697008991914246,interpolated
260,0.9825600202790075,0.06778818032389737,interpolated
261,0.9027619958786619,0.05819153590983688,interpolated
262,0.9277996981054719,0.05249298128957104,interpolated
263,0.5,,observed
264,0.9968289559812483,0.06493987576247462,interpolated
265,0.9737872538720744,0.060837557260972015,interpolated
266,0.9696754079122043,0.08749860552542962,interpolated
267,0.007603772062957037,0.09965622151371789,interpolated
268,0.5,,observed
269,0.9821043576550227,0.09077867263260543,interpolated
270,0.9139102658283028,0.09197708821295236,interpolated
271,0.8816061570182415,0.07013440080749248,interpolated
272,0.06752285744123465,0.07102158971593922,interpolated
273,0.9967157030924576,0.053611101343971845,interpolated
274,0.03430482397791734,0.0899257629116542,interpolated
275,0.029399865102579636,0.06884421136078481,interpolated
276,0.9915471174385614,0.09425300428190184,interpolated
277,0.9625670205777992,0.07586645001198547,interpolated
278,0.0015772569699926686,0.052751229081329946,interpolated
279,0.010280387817542036,0.0736009855143443,interpolated
280,0.08136316215224548,0.04836467528786991,interpolated
281,0.9854315628362851,0.09882112682271192,interpolated
282,0.0024507004818460354,0.043238557893428085,interpolated
283,0.0005884892216347914,0.04468353632097103,interpolated
284,0.9758890299381027,0.05153740327259765,interpolated
285,0.5,,observed
286,0.040440845454113195,0.052568488633728365,interpolated
287,0.002310193843771624,0.03325960479555684,interpolated
288,0.8598239933820484,0.019239790991434733,interpolated
289,0.12138007058509681,0.016968996132914926,interpolated
290,0.042153003823736324,0.023893878212719686,interpolated
291,0.5,,observed
292,0.5,,observed
293,0.5,,observed
294,0.5,,observed
295,0.9513040482311839,0.02235356669899943,interpolated
296,0.5,,observed
297,0.04802401963653635,0.025893822320816915,interpolated
298,0.9904569190838586,0.03680708779926383,interpolated
299,0.982946837056761,0.024390206523967662,interpolated
300,0.9487646625856786,0.02158728958358138,interpolated
301,0.03757515717835391,0.02041590499645908,interpolated
302,0.06778364901233702,0.02559529356693268,interpolated
303,0.9118835978154481,0.02184779918264728,interpolated
304,0.5,,observed
305,0.5,,observed
306,0.9156537282405481,0.02330487376474731,interpolated
307,0.9551105446124633,0.024441593975013307,interpolated
308,0.9595515575402729,0.030356849523461352,interpolated
309,0.005232295276742294,0.02764506610255096,interpolated
310,0.01691379379303004,0.030236646795995553,interpolated
311,0.5,,observed
312,0.9633412429169547,0.028826037341860206,interpolated
313,0.008955959687692472,0.027292346209886808,interpolated
314,0.5,,observed
315,0.05318996056570391,0.024551824380640613,interpolated
316,0.9758559159857858,0.026898100873731946,interpolated
317,0.10042518905871656,0.023964631146341214,interpolated
318,0.9365306512947243,0.03384096209281627,interpolated
319,0.5,,observed
320,0.5,,observed
321,0.1049079911842099,0.024885027178651528,interpolated
322,0.02638159252227934,0.0325130298731761,interpolated
323,0.9710686706625208,0.02993888984518702,interpolated
324,0.5,,observed
325,0.9880950979912716,0.03140659582985948,interpolated
326,0.008504074018804264,0.037613101866260656,interpolated
327,0.02152054153985805,0.03804525684149084,interpolated
328,0.9726014580421585,0.04552413638305579,interpolated
329,0.5,,observed
330,0.9426805606898838,0.04098100870621233,interpolated
331,0.0342043970622965,0.031412065960776454,interpolated
332,0.5,,observed
333,0.021416064388678158,0.025327825884222558,interpolated
334,0.9760584334876511,0.029023016694369,interpolated
335,0.004087935014966848,0.02362414747278412,interpolated
336,0.8833159114321611,0.01983763993420986,interpolated
337,0.970430813912525,0.020309045273619795,interpolated
338,0.999959257773808,0.025784506852899618,interpolated
339,0.9591003435113878,0.03257407003964378,interpolated
340,0.05850239362988885,0.05054253690390154,interpolated
341,0.9978262361785637,0.027633298133511237,interpolated
342,0.007186617114427918,0.021295255945803525,interpolated
343,0.9718181329797825,0.01671237561301478,interpolated
344,0.9934439223714245,0.020149102029907853,interpolated
345,0.9565423772440045,0.01663064825103244,interpolated
346,0.01236489188399248,0.024022275243061542,interpolated
347,0.004200098711418465,0.029467820930397598,interpolated
348,0.9693286470298655,0.04679790365723567,interpolated
349,0.9995277507058009,0.05118631204905144,interpolated
350,0.5,,observed
351,0.5,,observed
352,0.0751921985527334,0.02886792798273789,interpolated
353,0.1178163831503396,0.027508080557686013,interpolated
354,0.8916534287039656,0.03413529087719009,interpolated
355,0.09522967544076288,0.02280039154454883,interpolated
356,0.9386383794091688,0.01977608310450697,interpolated
357,0.019648875291211287,0.017431460703741776,interpolated
358,0.83196849538544,0.014263944909753547,interpolated
